,Stadtteil,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category
0,Godorf,METRO Cash & Carry,4c10c2dbf1b6a593d8547c27,50.85720513,6.97059146,Big Box Store
1,Godorf,EDEKA,4b693109f964a5205e9b2be3,50.856980932427575,6.97403839165774,Supermarket
2,Godorf,Paris Almanya Yolu,556fb442498ecb99746c77b2,50.85461922919136,6.974926468144262,Trail
3,Godorf,H Godorf Bahnhof,4d68e2ddb1f060fc3203cde2,50.847326206237824,6.978549782526165,Tram Station
4,Godorf,Haus Godorf,50917f8ce4b0d52fb9fbfe66,50.851330273483505,6.9732645431466675,Hotel
5,Godorf,BabyOne,4dce65aed164679b8cfdd863,50.85783919661795,6.972616440650489,Kids Store
6,Godorf,Klein‘s Backstube,4f02f0b9e300fdc04bc4be0c,50.85869233029716,6.972940025087933,Bakery
7,Godorf,OBI,4be56d26910020a16aead214,50.859144322602,6.9732191683579,Hardware Store
8,Lövenich,Reissdorf em Keuchhof,4b6f00a4f964a52005d62ce3,50.944434026121854,6.8278419971466064,German Restaurant
9,Lövenich,Bäckerei Kraus - Lövenicher Café,4d5ac1698e10594197bde0e1,50.946506959913,6.82973698389143,Bakery
11,Lövenich,Alte Schmiede,4c6edc859c6d6dcbd1c3cd7a,50.946739114743465,6.8296417593955985,Gastropub
12,Lövenich,Gut Keuchof,4b8238aef964a52078cd30e3,50.94447796582988,6.8278768658638,Hotel
13,Lövenich,Baumert Gartengestaltung,5ea1c0a293f6bd00084e6925,50.95188,6.82126,Garden
14,Weiden,Tasso's Grill,4e149251e4cd473c9690fcdb,50.938361327924945,6.830556285723484,Greek Restaurant
16,Weiden,FC-FanShop,4cc1b4f5f82ebfb7cc6c7091,50.937859782259345,6.835595071906055,Sporting Goods Shop
17,Weiden,Apple Rhein-Center,5033bf2ae4b075a24559577d,50.937147604115246,6.835335935949871,Electronics Store
18,Weiden,Food Lounge Rhein-Center,574f1596498e70b588531d24,50.93721412614056,6.836100786876847,Food Court
19,Weiden,Hollister,4d6d3f898183a1434783a19f,50.93788021705566,6.8353274067584495,Clothing Store
20,Weiden,Nespresso,5804b1c838faaebe9b62ea4f,50.93769,6.835441,Coffee Shop
21,Weiden,dm-drogerie markt,4c4afd485609c9b6d4c77c90,50.9371223449707,6.834110260009766,Drugstore
22,Weiden,H&M,4c80eba1d92ea093c4a73b72,50.9378482096425,6.8349499556407345,Clothing Store
23,Weiden,Starbucks,4b17d5f4f964a520afc823e3,50.93789228801211,6.8354346832958175,Coffee Shop
24,Weiden,Thalia,4c73d8783c26ef3b56fde6d5,50.93784,6.83397,Bookstore
25,Weiden,Rhein-Center,4b058873f964a520ddc622e3,50.93758,6.8359982,Shopping Mall
26,Weiden,Eiscafé Gelati,4d74fca22a41594100e3b6b8,50.937275873316985,6.8360690557874,Ice Cream Shop
27,Weiden,C&A,50a260cee4b0bda8ea26467e,50.937980219736076,6.834689347994966,Clothing Store
28,Weiden,Manju,5749ce5e498eba7dfcbb6f7f,50.93721271642685,6.836090265994273,Indian Restaurant
30,Weiden,Kamps,4f55f51ee4b0387c24ba4edf,50.9368889781422,6.836380840214453,Bakery
31,Weiden,Salepepe,4cd6b1a567adf04d9b4f3491,50.93717755663036,6.835597709108093,Italian Restaurant
32,Weiden,Telekom Shop,4d3863df3d958cfaa977b271,50.93722336536711,6.835844220901436,Mobile Phone Shop
33,Weiden,REWE City,4c4aff40c668e21ec45771f9,50.93798211710953,6.835753113728401,Supermarket
34,Weiden,ZARA,4d75d2cc99c05941a3c9468c,50.93767556176656,6.834357685150834,Clothing Store
35,Weiden,H Weiden Römergrab,4e3d8ab61f6e844231e6b174,50.93841772762904,6.8281760211416875,Tram Station
36,Weiden,Mango Tree,4f759640e4b0b8451d1c5e47,50.93725953719187,6.836095431973166,Asian Restaurant
37,Weiden,Pizza e Pasta,4cb8735090c9a143cdbf7fd6,50.937197805637624,6.836138848684492,Pizza Place
38,Weiden,Just Fit 08 City,513b0117e4b093aa3bf1e453,50.93820296,6.83075544,Gym / Fitness Center
39,Weiden,Glas Mohebbat,5d376f1360344000083e57e9,50.938808,6.816354,Construction & Landscaping
40,Weiden,Restaurant Germania,4fb29633e4b03ad0ee1285e6,50.938456693014956,6.832650501199054,German Restaurant
41,Weiden,Zur alten Post,52a77cc6498e7e83c3042678,50.93884846411612,6.833321223738171,Gastropub
43,Weiden,SATURN,4c7913e3bd346dcbca0df4ef,50.9374218,6.835639,Electronics Store
44,Weiden,Deichmann,4cfe755966ee9eb0f86ba64e,50.93718428,6.83534855,Shoe Store
45,Weiden,ANSON'S,4da07abdbb206ea8a475dcfd,50.93721615215858,6.835477084545579,Men's Store
46,Weiden,GALERIA Karstadt Kaufhof,4c7bb331bd346dcb90e0fbef,50.9369534,6.836153899999999,Department Store
47,Weiden,H Weiden West,4ffc4015e4b0056e907b3855,50.94034519526041,6.815853573769863,Tram Station
48,Weiden,Rituals,59848c1ba9e4026cd42dd9aa,50.93779421,6.83564325,Cosmetics Shop
49,Weiden,Sushi Welt,4ca4bbaa5720b1f7d7823cef,50.93723105361122,6.836011286037192,Sushi Restaurant
50,Weiden,Wolff’s Backstube,4e79907b483b48648bb96838,50.93843604489611,6.8359947928899985,Bakery
53,Junkersdorf,E center Engels,4dae70f30437710b8133b704,50.919509994705585,6.858323522125186,Supermarket
54,Junkersdorf,Die Backmanufaktur,4f16a505e4b04b3f08754df2,50.919703049287705,6.858142408416881,Bakery
55,Junkersdorf,dm-drogerie markt,4d84bd3040a7a35d1d2211be,50.920036,6.859305,Drugstore
56,Junkersdorf,Anno Pomm,4db5575e0cb6729b6aa2da04,50.93088765729522,6.854360182709533,German Restaurant
57,Junkersdorf,Decathlon,58ca690ee0adac17bb18425a,50.9179425,6.8521347,Sporting Goods Shop
58,Junkersdorf,Wildlachs Räucherei Bremer,4e368d4418a82fdd65819552,50.918949081293725,6.849246485521193,Fish Market
59,Junkersdorf,Keiserlich,56d213fecd10b2b6de70f482,50.93241904101056,6.857880670218932,Ice Cream Shop
60,Junkersdorf,Strassfeld,522780c611d21ae64b372f03,50.93101537924991,6.854141243620915,Sushi Restaurant
61,Junkersdorf,Birkenhof,4b5bbcabf964a520521329e3,50.932115270041486,6.862454798418203,German Restaurant
62,Junkersdorf,Première Classe Köln West,54f4bac8498e20520022732e,50.923169309138,6.850521853121144,Hotel
63,Junkersdorf,Schmitz & Nittenwilm,4b73b4c8f964a52010b92de3,50.92455470904021,6.873156288530508,Bakery
64,Junkersdorf,Globus,4b51a19cf964a520445127e3,50.9219235,6.8532583,Big Box Store
65,Junkersdorf,ALDI SÜD,4d1db4f76e8c3704f8fbde9f,50.91806334928871,6.85010417496278,Supermarket
66,Junkersdorf,B&B Hotel Köln-West,5bfc4c54234724002cc131c9,50.9233099,6.8503398,Hotel
67,Junkersdorf,Bäckerei Pulm,4b80e3cef964a520a49030e3,50.93092412413053,6.854951243339606,Bakery
68,Junkersdorf,Lidl,4e270fabb0fb1fae1dd9ec05,50.9200293,6.859316199999999,Supermarket
69,Junkersdorf,Tarz Lounge,55fdda50498edba2287cb94e,50.91884643041185,6.856770308443607,Concert Hall
