,Stadtteil,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category,Correct Stadtteil?
18,Esch/Auweiler,Sundown Beach Club,4c6e9a46d5c3a1cdc4b1c82b,51.007605114755634,6.866508722305298,Beach,True
19,Esch/Auweiler,Miró,4b07fa48f964a520d30123e3,51.015355219713065,6.858135487704356,Café,True
20,Esch/Auweiler,EDEKA Kausemann,5029017fe0e2fa47b2e80230,51.0145761,6.8595046,Supermarket,True
21,Esch/Auweiler,Escher See,4b05886df964a52050c522e3,51.0078818954393,6.863064765930176,Lake,True
22,Esch/Auweiler,Goebels,4ff70d9ce4b042cc2a440867,51.01548805362659,6.857927652277381,German Restaurant,True
23,Pesch,Donatus Autoglas,539c1bf8498e91468934c380,51.00545120239258,6.870166301727295,Auto Garage,True
24,Flittard,Japanischer Garten,4c8b43d71556bfb778940093,51.01143653581801,6.982019609449648,Park,True
29,Flittard,ALDI SÜD,5097fc64e4b0d8a7b50614bb,51.00140268535142,6.9876199417161615,Supermarket,True
30,Flittard,Barmenia Versicherung - Tanju Güngör,55de545a498e855cc224e3d0,51.000874624126126,6.984612766864757,Insurance Office,True
32,Flittard,Imbiss Athena,5199245d498e69ddbdc94fee,51.00059938109855,6.987690661403287,BBQ Joint,True
34,Flittard,Ukomm Kommunikationswerkstatt,5f089c3e6c3e205d2ca36ded,51.00263882,6.97270257,Miscellaneous Shop,True
35,Dünnwald,Cafe Restaurant Waldschenke,559303b4498e9837675fa073,51.01000955910429,7.03597476824671,Restaurant,True
36,Dünnwald,Kölner Putzteufel Gebäudedienste,5dd3d36d440e0800079f4514,51.00281587238258,7.035149931907654,Dry Cleaner,True
37,Dünnwald,CENTERSHOP Köln-Dünnwald,508baffbe4b0ad933ba4c29e,51.002271,7.041581,Shopping Mall,True
38,Dünnwald,Mc Fit Köln Mülheim,522e094f11d234f1566742bf,51.005066249163285,7.023570702423841,Gym,True
39,Dünnwald,Star Tankstelle,4dc2d91b887770a6be098476,51.001729,7.041942,Gas Station,True
40,Dünnwald,Coчи,50faf162e4b0a676bb5af1b5,51.001669,7.041959,Eastern European Restaurant,True
41,Dünnwald,H Odenthaler Straße,4f12a4c3e4b0d3f8a6af74d8,51.00165433552442,7.042886099588561,Tram Station,True
42,Dünnwald,Schreinerei Lenartz & Konrath GmbH Köln,5b84e9f747f876002c465bd0,51.000611,7.039606,Construction & Landscaping,True
46,Longerich,Hotel Bauernschanke,528a986b11d21b165c2f4a00,50.99965734627703,6.911420598851888,Hotel,True
47,Heimersdorf,HS IT Hardware,5f92f80e19170f7c8b862be9,51.00482614,6.90220281,IT Services,True
49,Dünnwald,Ritterspielplatz Köln Dünnwald,58f3854a35f9831804d61efe,51.00111,7.027685,Playground,True
50,Dünnwald,scheuerhof,50684778e4b0f64645eed93f,51.00506258498233,7.01444926495082,Stables,True
52,Dünnwald,Von-Diergardt-See,4c4094dcd691c9b63d668b0a,51.01336991280346,7.022050023078919,Lake,True
53,Pesch,OBI,55eb29f0498e336a343dc8a7,51.00574524074122,6.875161528587341,Hardware Store,True
54,Pesch,Lidl,4bb6ecb646d4a59330f8c6c0,51.0029189,6.873933,Supermarket,True
55,Pesch,Latio Restaurant,4f10827ee4b0253d4bb59139,50.99777892079525,6.875852752374945,Italian Restaurant,True
57,Pesch,EDEKA,4fec83d4e4b075faa917c426,50.99632948064967,6.872835018174688,Supermarket,True
58,Pesch,ALDI SÜD,4def90af887754a6af959469,51.00429100000003,6.874105702575434,Supermarket,True
59,Pesch,Saloniki Grill,520e7511498e5d082472993c,51.00149410784154,6.877479922420024,Greek Restaurant,True
60,Pesch,H Donatusstraße,4fec9673e4b07d369749712e,51.00155003291167,6.877648467048883,Bus Stop,True
61,Pesch,Bäckerei Voosen,50220d1fe4b08518d73c5b1c,51.00149576578309,6.877537781674327,Bakery,True
62,Pesch,Sportplatz Pesch,4fbd2137e4b0ef3c2e651495,51.0018162872434,6.870474034578386,Soccer Field,True
63,Pesch,H Otto-Müller-Straße,4fec932be4b0d8e5c86b175e,51.00038227892077,6.879015589877939,Bus Stop,True
65,Pesch,EDEKA Melanie Brück,4e2e9493b0fbdc2b64f7fda8,50.99646982,6.87283997,Supermarket,True
66,Dünnwald,Lidl,4c13c3dc82a3c9b64a05fcf8,50.999696,7.037085,Supermarket,True
67,Dünnwald,EDEKA Dünnwald,5be06060666116002ba6f6f5,50.9965082,7.0362756,Supermarket,True
70,Dünnwald,H Leuchterstraße,4e3d06191f6e844231df9817,50.99680380244599,7.03785297332534,Tram Station,True
71,Dünnwald,Dünnwalder Buch- und Offset-Druckerei A. Brathuhn GmbH,5e16e96618f3220008c09fed,51.001304,7.042719,Print Shop,True
79,Pesch,Kreuz Köln-Nord (101) (28),4b5fe718f964a52037d029e3,50.997025,6.891001,Intersection,True
82,Longerich,S Köln-Longerich,4c3d66d5980320a19a028ce4,50.99819667076855,6.901575029428101,Light Rail Station,True
83,Longerich,Restaurant Jägerhof,4ecce6c130f84584a019718a,50.99847256205621,6.90281287082189,German Restaurant,True
85,Esch/Auweiler,Lüpschen Meisterbetrieb Sanitär + Heizung GmbH,5af5b3fc9e0d540039da24bb,51.00203892868609,6.851839154596291,Accessories Store,True
86,Esch/Auweiler,Laternchen,524d997c11d2ad5219cd9c84,51.002027,6.852297,Restaurant,True
87,Esch/Auweiler,H Hermann-Löns-Straße,501d6e33e4b0876f2b3f73fb,51.0056,6.853862,Bus Stop,True
89,Dünnwald,Wyvern Crafts,50c3376ce4b04cc46d1d27f8,51.004150390625,7.06640100479126,Hobby Shop,True
90,Dünnwald,Wildwechsel,58728026ce66aa0389ec053c,50.99485,7.061018,German Restaurant,True
91,Flittard,Sebastian Hoofs - Maßschneider,5a4cf48217556227e4b5ed48,51.0014507,6.9763771,Tailor Shop,True
92,Flittard,SUPERPAPERS,5ef2ec93d1870d00088745dc,50.999434,6.981377,Frame Store,True
93,Flittard,Narrenburg Flittarder KG,591f2f4a89e49063758d108c,51.004355,6.978453,Community Center,True
94,Flittard,Flittard Beachturnier,51ea688b498e59193bf5c489,50.99856986471016,6.971719586472334,Volleyball Court,True
95,Flittard,Vereinsheim SpVg Köln-Flittard,4ff6ff42e4b0d48ad2a93c90,51.00179,6.985771,Soccer Field,True
98,Dünnwald,Dünnwalder Wildpark,4ccd7a31ba0a548170aa4359,50.99502672792829,7.055497169494629,Zoo Exhibit,True
104,Longerich,EDEKA Engels,5a69f8636bdee64b13f7562b,50.9974181,6.9140023,Supermarket,True
105,Longerich,REWE,518400b4498e17c22ba72f67,50.99449689580696,6.925860209821735,Supermarket,True
106,Longerich,Restaurant Mühlenhof,51d0684c498e9ec2ba04f9ec,50.99834186803659,6.910287477532488,Gastropub,True
107,Longerich,Bäckerei Heinemann,52b96b23498e8e607546fe9c,50.99666571405908,6.914053908675239,Bakery,True
108,Longerich,Rechtsanwälte Dr. Vera Boy und Dr. Manfred Herrmann,5ea23c310281fa0008af0bd3,50.9983821,6.9199401,Lawyer,True
110,Longerich,H Longericher Straße,4cecb1254cd4236a900fa463,50.996009496446064,6.914581362183452,Tram Station,True
111,Longerich,Pizzeria La Piccola,4d9601982bd6f04d86f32b50,50.99598158956584,6.914116619656631,Pizza Place,True
112,Longerich,H Meerfeldstraße,4e6727bfd22d12d83aa2d83b,50.995296,6.920162,Tram Station,True
113,Longerich,Bäckerei Croissini,4da52a0ff7b16558260d30e6,50.99474224360794,6.925620016742094,Bakery,True
114,Longerich,H Herforder Straße,4d4328ee65ea6ea8be3fb179,50.994564172591055,6.925522685050964,Tram Station,True
126,Longerich,DaEnzo,4cbc7fbf0180721e37eca461,50.99690497555047,6.905521077482292,Italian Restaurant,True
127,Longerich,WagShack,510d64cce4b005682d1347a6,50.98899393579202,6.911607467585952,Hookah Bar,True
128,Longerich,Odendahl & Heise,4ceb667b9f776ea86deb6d22,50.988890405651134,6.907886921322027,Auto Dealership,True
132,Longerich,Kraus,4f716430e4b099f56de41131,50.99023250222463,6.906776108730386,Bakery,True
133,Longerich,Gelateria Zandanel,4df8b977d164d347cc735c4d,50.99685820298329,6.905313529410467,Ice Cream Shop,True
134,Longerich,Newzella,4f099227e4b0c3ff85139ca4,50.99686168659742,6.90549131662299,Bakery,True
136,Longerich,Bäckerei Kraus,4bd976c40115c9b66d517780,50.993416,6.905304,Bakery,True
140,Longerich,Gaetano Di Napoli,570fab78498ec926618d5e76,50.9900336,6.907558099999999,Mattress Store,True
149,Bilderstöckchen,ALDI SÜD,4b768a1bf964a52014512ee3,50.98432678744263,6.9141701951065215,Supermarket,True
150,Longerich,Heilig Geist-Krankenhaus,4cdd7de6fc9737047362dc05,50.99233144561298,6.92407581738812,Hospital,True
158,Longerich,Schneider's Getränkemarkt,52c2ae60498e94d9c01fbb15,50.986826,6.910125,Liquor Store,True
161,Worringen,Hotel Krone,5079b7d0e4b05b62b33bef43,51.06534194946289,6.866322994232178,Hotel,True
162,Worringen,Hotel Matheisen,4d8e5005c1b1721e5d972d46,51.06453508290501,6.866395099445267,Hotel,True
163,Worringen,EDEKA Stahl,4fec536cebcae106543338f1,51.06366677,6.86100064,Supermarket,True
164,Worringen,"Volksbank Rhein-Erft-Köln eG, Filiale Worringen",59142a265315932e7f406373,51.06087950000001,6.8610285,Bank,True
165,Worringen,Sportpark Erdweg,4cf1399fe3b9a093e94a3d53,51.06000485543491,6.861949335056643,Basketball Court,True
166,Worringen,PENNY,4f9ce9aee4b060916936b4f1,51.07048819809047,6.8601425014319375,Supermarket,True
167,Worringen,ALDI SÜD,4f8bc6d4bb3d0cb6b5bae3d0,51.07079470858836,6.859546688460114,Supermarket,True
168,Merkenich,Ankerplaats Dormhagen,5567df07498e59fc63b49201,51.05605022657342,6.893895887944385,Pier,True
169,Roggendorf/Thenhoven,Worringer Bruch,4f7ee96de4b0a69a223c3900,51.047504,6.855537,Nature Preserve,True
170,Roggendorf/Thenhoven,ALDI SÜD,4de906ce45dde4a28d5e8bdb,51.0497040396101,6.852566599845886,Supermarket,True
171,Roggendorf/Thenhoven,EDEKA Jung,5b1304e9724750002c10d293,51.0507387,6.8494115,Supermarket,True
172,Roggendorf/Thenhoven,S Köln-Worringen,4b5c8605f964a5204b3429e3,51.05223384619561,6.852048183875784,Light Rail Station,True
173,Merkenich,Kasselberger Gretchen,55548adf498e50baab4f712d,51.038647,6.946368,German Restaurant,True
174,Merkenich,"Stahl- und Metallbau Arnold Menz, Tina Lang e.K.",5e315f93ce5c4e0008ee8784,51.04084512,6.93340806,Miscellaneous Shop,True
175,Merkenich,Kasselberger Hühnerhof,5d6bac72b736c900082e8e6b,51.039246,6.94441,Market,True
176,Merkenich,Kraus Backstube,4f0cfcf7e4b04ebcb93e6098,51.03474056343708,6.92598286418614,Bakery,True
177,Blumenberg,S Köln-Chorweiler Nord,4f96a881e4b000e74bc7d3cb,51.037713300198966,6.888621611935011,Light Rail Station,True
178,Blumenberg,S Köln-Blumenberg,4f130d46e4b067f6713e9524,51.03751761691446,6.883766367617575,Light Rail Station,True
179,Chorweiler,TK Maxx,4eccb36ce5e8f3b6bd15165d,51.02899336706135,6.892107725143433,Clothing Store,True
180,Chorweiler,LEDO,5683d4ce498e7c65bc4e3399,51.02839474070131,6.890961030667183,Supermarket,True
185,Merkenich,Im Cafe Büdche bei Hilde,4f59dd2de4b0aaabf4a05e79,51.03272997627075,6.934903766431212,Café,True
187,Merkenich,Boels Verleih GmbH Köln - Nord,5f1a8f82938b7c3b5e460e57,51.0379174,6.914671299999999,Rental Service,True
188,Merkenich,ORTH GmbH & Co. KG,5f886de34e6337189a818647,51.03550803372177,6.931109687171948,Hardware Store,True
189,Fühlingen,Regattabahn Köln-Fühlingen,4daaad3643a1128196fe0213,51.02406731699526,6.927480697631836,Canal,True
190,Merkenich,AS Köln-Niehl (100),51b9edee498ef42748c5e704,51.023998,6.94293,Intersection,True
191,Merkenich,H Merkenich,4dde805b52b155583e035fff,51.02844784449252,6.948048716030314,Tram Station,True
192,Fühlingen,Cologne Triathlon Weekend,5220acf011d2ccce7cdfcad5,51.02206071568148,6.929126109003018,Athletics & Sports,True
193,Chorweiler,Lidl,4fcf61163ac6d9ec9903729f,51.02523645776217,6.889133155345917,Supermarket,True
194,Chorweiler,REWE Peter Knakowski,50b0a876e4b0af521a826f84,51.0224630715265,6.897273763608041,Supermarket,True
196,Chorweiler,City-Center Köln-Chorweiler,4be9cdba1838952191c30acf,51.02139387783427,6.897648779527029,Shopping Mall,True
197,Chorweiler,dm-drogerie markt,526bc2e311d2142acf452691,51.0213817,6.8959391,Drugstore,True
198,Chorweiler,H&M,52568d0e11d2dd70a83d9b92,51.02102,6.895935,Clothing Store,True
199,Chorweiler,MediaMarkt,50588b57e4b02ba604095411,51.02252747495653,6.897358613921858,Electronics Store,True
200,Chorweiler,Garda Café,52e14f5211d2fd3fbfb4c775,51.02178642664113,6.896179749483148,Café,True
201,Chorweiler,Eiscafe Cristallo,52c1bbb811d2e3a97b1cf1d3,51.02176284790039,6.896612167358398,Café,True
203,Chorweiler,Tokyoto Restaurant,527e3c22498e9028344cb626,51.02110136995758,6.896803365023539,Sushi Restaurant,True
207,Volkhoven/Weiler,Kellerschachtreinigung Stefan Bartenbach,5f5244d61ea93d2567c2289e,51.014713,6.887249,Home Service,True
208,Merkenich,Schattenparadies GmbH,5c14ae7efd9d73002ce66c9b,51.0229275,6.9603361,Furniture / Home Store,True
209,Merkenich,H Merkenich-Mitte,4cea1933e888f04dd6844b6b,51.02436837330447,6.953207249288478,Tram Station,True
210,Merkenich,Bäckerei Schneider,5b4db3b182a750002c331f4b,51.025263,6.959114,Bakery,True
211,Merkenich,Eiscafé Dolomiti,530a029f11d28fff653e9968,51.02539588552844,6.958853057683921,Ice Cream Shop,True
212,Merkenich,Merkenicher Imbiss,4e3e875fb61cb577be858daf,51.0263289280775,6.957840391183261,Food,True
213,Merkenich,Fliesen Vesen GmbH,5efd9b8e9024e00008ccea2e,51.02728999999999,6.9556615,Construction & Landscaping,True
215,Fühlingen,Seepavillion Fühlinger See,4e5fb3a11838d10f59470f84,51.02167495726771,6.919809579849243,Gastropub,True
216,Fühlingen,Blackfoot Beach,4c0a3319009a0f470cf9e8bf,51.02133414562423,6.920217275619506,Beach,True
219,Fühlingen,Hochseilgarten Fühlinger See,4e5fb5458877694559dcf100,51.01873032126536,6.920200391419304,Rock Climbing Spot,True
220,Fühlingen,Paintball Köln,51696130e4b0da795b51c975,51.01923751591095,6.91945828418174,Paintball Field,True
221,Fühlingen,Blackfoot Freizeitpark,57037fd9cd1005fc4538c585,51.0196772,6.919002500000033,Recreation Center,True
222,Heimersdorf,GERONIMO FILM,57987f5d498e8ee9e0c80f2e,51.01397425254894,6.904376685652095,Film Studio,True
223,Fühlingen,Fühlinger See,4c66ac239cb82d7f7a2691d2,51.023744,6.923615,Lake,True
228,Chorweiler,BackWerk,5324167f498eb7c41328282b,51.02032999999999,6.89799,Bakery,True
229,Chorweiler,McDonald's,50d335773d7c145df3e87e4b,51.02057152831713,6.896817684173584,Fast Food Restaurant,True
231,Seeberg,S+U Chorweiler,4df8f99245dd816eb5a8abb9,51.02154485997527,6.903217786117254,Light Rail Station,True
233,Chorweiler,H+U Chorweiler,4f5d9f61e4b0838069593be1,51.02071101994596,6.897861288160332,Metro Station,True
235,Chorweiler,myToys Filiale Köln-Chorweiler,51e9653e498e67c37a9ec1a4,51.0208081552568,6.897758249443838,Toy / Game Store,True
237,Chorweiler,Netto Filiale,57112a0acd10de71ae6b1b50,51.02069039,6.8965216,Supermarket,True
240,Chorweiler,Deichmann,4cfe76b766ee9eb05e82a64e,51.02101318,6.896360857,Shoe Store,True
252,Stammheim,Schlosspark Stammheim,4de22c8418385df2b01ceede,50.9872983679765,6.983152627944946,Sculpture Garden,True
253,Stammheim,REWE,5bdec2609de23b002c6df226,50.988077,6.992198,Liquor Store,True
254,Flittard,Hotel Friends Köln,4bc8e940762beee101af3d38,50.998428593382044,6.99561918916778,Hotel,True
255,Stammheim,Stammheimer Wäldchen,4dbbc473fa8cee72733a8f58,50.9929063634003,6.995887756347656,Park,True
256,Stammheim,Italienisches Eiscafé De Marco,4befb63951f2c9b6a3dcf092,50.98681390285492,6.99130654335022,Ice Cream Shop,True
257,Stammheim,Netto Filiale,4c5a86b52091a5938c8b5fd0,50.98588,6.99698,Supermarket,True
258,Stammheim,S Köln-Stammheim,4c7543b4b474a1cd4cb7b8bf,50.98981813832161,7.001879477342738,Light Rail Station,True
259,Stammheim,ALDI SÜD,523c682e11d207c6265ae800,50.9884667,7.0020056,Supermarket,True
260,Flittard,Amici,4df73e40fa76511d00476411,50.998584,6.995131,Italian Restaurant,True
268,Weidenpesch,Bulgogi-Haus,4b8971cef964a520dd3632e3,50.9845927896984,6.947264671325683,Korean Restaurant,True
269,Weidenpesch,REWE Center,4d877376e83fa1430b65a4a1,50.9858792,6.9460125,Supermarket,True
270,Weidenpesch,Eiscafe Forum,4dc3bce8d4c0ad9c0f5c55c8,50.98368874598522,6.946707955566451,Ice Cream Shop,True
271,Weidenpesch,Zeus,4d04e73928926ea82e066ec2,50.98338102787893,6.947656840561591,Greek Restaurant,True
272,Weidenpesch,Galopprennbahn Weidenpesch,4b058873f964a52005c722e3,50.983521004351175,6.952500846132559,Track,True
273,Weidenpesch,Bäckerei Adolph,4c2706973703d13a4371a636,50.98030970175471,6.94822778432368,Bakery,True
274,Longerich,Adolph's Gasthaus,4d394337e6116a31adfabeee,50.993750245543005,6.933575896338573,German Restaurant,True
275,Weidenpesch,Lidl,4fcf61193ac6d9ec990374df,50.9896636,6.9450721,Supermarket,True
276,Niehl,CfB Ford Niehl Fussballplatz,4c136813b7b9c928f279a937,50.992499159789766,6.953990459874405,Soccer Field,True
277,Weidenpesch,H Scheibenstraße,4bd48a33cfa7b7133d4824da,50.98597855363184,6.946071211760495,Tram Station,True
278,Weidenpesch,Bäckerei Kraus,4da725600cb66f6587144843,50.98431879487035,6.942053761155571,Bakery,True
279,Weidenpesch,Gasthaus Rennbahn,4b05886bf964a5209ec422e3,50.98401815090829,6.952145642439826,German Restaurant,True
280,Longerich,H Wilhelm-Sollmann-Straße,4e1dfab7e4cd450a8576a2dc,50.99207150307096,6.941108186597409,Tram Station,True
281,Weidenpesch,Sportplatz Scheibenstraße,4dbd32eb815439392fabfa5f,50.98720627049395,6.950905188064458,Soccer Field,True
282,Weidenpesch,Rangierbahnhof Köln-Niehl (HGK),5028db42e4b056f7675318b5,50.98883790977119,6.952921076349561,Train Station,True
283,Weidenpesch,Trödel mit Pferderennbahn,5443ae23498e03294d02b0a5,50.984369903296745,6.952157020568847,Flea Market,True
284,Weidenpesch,Biergarten Rennbahn,4c9a23eb78fc236a67d73297,50.983746682117655,6.952228963719468,Beer Garden,True
285,Weidenpesch,Restaurant Hippodrom,4f75db34e4b049954273e9fb,50.98407245544656,6.952618978793437,Restaurant,True
286,Longerich,H Altonaer Platz,4d9eea9d47ad3704243744e5,50.993867,6.93339,Tram Station,True
292,Weidenpesch,Küchen Konzept Köln,55f97dc0498e763903bb9cf3,50.9892545029302,6.943517783556672,Furniture / Home Store,True
296,Dellbrück,Zur alten Post,4ce91facf3bda143640fbee4,50.98143770753564,7.07868452624385,Italian Restaurant,True
297,Dellbrück,Alte Metzgerei,51cc7cf0498e12705f5bc448,50.977935,7.068472,Burger Joint,True
298,Dellbrück,Hotel Uhu Garni Cologne,4bc8ef33762beee1c8b73d38,50.980333,7.068597,Hotel,True
299,Dellbrück,S Köln-Dellbrück,4de87f4d52b1741cdb04473b,50.9814607673213,7.070513500717024,Light Rail Station,True
300,Dellbrück,Höhenfelder See/Baggerloch,4e1c3faafa769b7ee6891feb,50.986818981200656,7.056460959784936,Lake,True
301,Dellbrück,Pizza Hot,4c39f1622c8020a12f718d00,50.97820071104323,7.07101395129067,Pizza Place,True
302,Dellbrück,Tanz-Treff-Remeth,5ba0c11aab42d9002ce30c7b,50.978645,7.056849,Dance Studio,True
304,Dellbrück,Straßenbahn-Museum Thielenbruch,4b05886ff964a520a6c522e3,50.97803334783215,7.085646543076563,History Museum,True
305,Dellbrück,Aubeles Restaurant,598725964940bc7d4e06e346,50.97815298399391,7.085919963350186,Swabian Restaurant,True
307,Dellbrück,Kletterhalle Dellbrück - Leskan14,511f7f7be4b078ac85d5a534,50.98336505112389,7.073268642509372,Athletics & Sports,True
309,Höhenhaus,REWE,4b59d1bef964a520fe9928e3,50.98139671794896,7.035917796710351,Liquor Store,True
310,Höhenhaus,Imbiss Tomate,4fabd795e4b0d35ca48fb41f,50.98009962104446,7.032544395263296,Greek Restaurant,True
311,Höhenhaus,PENNY,57ab7bcb498eef084fe14e4f,50.982149,7.0349134,Supermarket,True
312,Holweide,TERAS CAFE,57948a98498e62c817fc9986,50.97197,7.0453234,Breakfast Spot,True
313,Holweide,PORTAS-Fachbetrieb Monika Hörter,583ea2a7ef46942001cada8a,50.96926999999999,7.03969,Miscellaneous Shop,True
314,Holweide,Domino's,4feadd5de4b0eb6c1aa77f5e,50.9696679273186,7.04517681559249,Pizza Place,True
315,Niehl,Rheinufer Köln-Niehl,4bd1285c046076b02f847171,50.97383223418312,6.995716094970703,Other Great Outdoors,True
316,Mülheim,Gilden Brauhaus,4c402dd7d7fad13a4b8f05da,50.97105605223626,7.006300775159717,German Restaurant,True
317,Mülheim,Limes,4b798058f964a5201afd2ee3,50.96739203064816,7.002296205186108,Bar,True
318,Mülheim,Rheinufer Köln-Mülheim,560bca25498e58f05dd0642d,50.96657234802547,6.999479234218597,Waterfront,True
319,Mülheim,Holiday Inn Express,4cd81741a42b236a1fb7fd08,50.97601426840528,7.006804347038269,Hotel,True
320,Mülheim,McFIT,4d02184f3be26dcb266976e4,50.97209345781916,7.00608417391777,Gym / Fitness Center,True
321,Mülheim,Supasalad,4f61ea59e4b08e537e25e255,50.96644613176447,7.009973677928903,Salad Place,True
322,Mülheim,Burger & Curry,51bb587a498eca16bdec5af7,50.96639632598684,7.009919645420215,BBQ Joint,True
323,Mülheim,Best Western Premier Hotel Park Consul Koeln,4cefb569ed62721e0cdd61fd,50.97159672499073,7.006068885293644,Hotel,True
324,Mülheim,Nimet Grill,4f871acde4b005c38f069e75,50.96586313990328,7.009143270636143,Turkish Restaurant,True
325,Mülheim,Rossmann,503fbd0b7e2752ec471b56a2,50.971033,7.009807,Drugstore,True
326,Mülheim,Lidl,4e743a28b0fb968032a64997,50.977795586696814,7.000971294518422,Supermarket,True
327,Mülheim,Lidl,4dbab588fa8c2e303f2b463d,50.9741986,7.0135318,Supermarket,True
328,Mülheim,Valhalla Metal-Club,4dbb26ac43a1d8504b68165b,50.968884504329466,7.006742930260207,Bar,True
329,Mülheim,Kulturbunker Mülheim e.V.,4b058871f964a5204ac622e3,50.97001966272122,7.008830917868667,Art Gallery,True
330,Mülheim,Carpe Diem Cocktail Lounge,5787d1be498eaf0ef38d3eed,50.96659535633106,7.006484798667105,Lounge,True
331,Mülheim,ALDI SÜD,4c90fb342626a1cd76532e6b,50.96784653933759,7.007405153442392,Supermarket,True
332,Mülheim,H Keupstraße,4bc9936c3740b713f9ec5e65,50.96638480066319,7.006736201609945,Tram Station,True
333,Mülheim,Schlackenbergwerft,51af992c498e704aaaecee9c,50.975157444298986,7.000914052501185,Park,True
334,Mülheim,Stammheimer Ufer,51b1b7c9498e4444bcfa1ddc,50.97627752056899,7.000122077887903,Pedestrian Plaza,True
335,Mülheim,Böcking Park,4f74738ae4b09bd57df0e2b1,50.97010294765215,7.004299163818359,Park,True
336,Mülheim,SUBWAY,4face527e4b08da80a2575e1,50.9672274,7.0105995,Sandwich Place,True
337,Mülheim,H Dünnwalder Straße,4f5bea0ce4b02628c1868a4c,50.96891377640324,7.006593016619409,Bus Stop,True
338,Mülheim,Noah's Cantina & Catering,4b66b22df964a520bf272be3,50.97020454734028,7.014879454414706,Snack Place,True
339,Mülheim,Turkuaz Heimtextile,533063c6498e2c3dfab10f42,50.979599,7.001196,Warehouse Store,True
340,Mülheim,"Pizzeria/Imbiss ""Beim Griechen""",4f722f25e4b07eee594e6faf,50.9677265,7.0027075,Greek Restaurant,True
341,Mülheim,Netto Marken-Discount,4e8c528755037f60ca6fd41e,50.96984963,7.01042996,Supermarket,True
342,Mülheim,Mülheimia-Brunnen,4b05886df964a5202fc522e3,50.96698751037992,7.00047726023289,Fountain,True
343,Mülheim,Nadia,4b0d2454f964a520154423e3,50.97014384344838,7.012932166515678,Food & Drink Shop,True
344,Mülheim,Zweirad Jung GmbH,4f4e49d1e4b063a3e29de142,50.96688824,7.00683561,Shopping Mall,True
345,Mülheim,La Cantina,50a4d16ee4b0639af9af4a94,50.96869459138909,7.0124909337616685,Snack Place,True
346,Mülheim,Lutherpark,5adb26eff193c03c2a5a05b2,50.9658057897206,7.002614736557007,Park,True
347,Dellbrück,Lidl,4fcf61103ac6d9ec99036ef8,50.975369,7.057623,Supermarket,True
348,Dellbrück,OBI,4dbbf09ff7b1ab37dd50c12e,50.975973736196416,7.05673098564148,Hardware Store,True
349,Dellbrück,Dolce & Vita,5030e233e4b04d70bf124280,50.976179628857935,7.072619031722845,Italian Restaurant,True
350,Holweide,Rossmann,503fbd0d7e2752ec471b5957,50.971531685564,7.04957621390471,Drugstore,True
353,Dellbrück,Winter - Bäder | Heizungen,5ecd1e0a507e0200084eddf2,50.976091,7.0639197,Home Service,True
355,Dellbrück,H Dellbrück Mauspfad,4fce515ee4b0c300d526074e,50.9720652761319,7.065503601986914,Tram Station,True
356,Holweide,Deniz,50d6ffe8e4b0bc5a5ccae40f,50.970479154010256,7.054289351493424,Turkish Restaurant,True
357,Holweide,Lipp Apartments,552ad77d498e7db100697372,50.97177152300095,7.050587785919257,Hotel,True
359,Niehl,Irodion,4d977fb6c19fb60c178e9865,50.97435403742482,6.96105899532972,Greek Restaurant,True
